company_financing_stage,company_industry,company_name,company_people,job_edu_require,job_exp_require,job_id,job_name,job_salary,job_tag,job_welfare,record_date
C轮,"移动互联网,社交",豆果美食,50-150人,本科,不限,3972437,大数据spark算法工程师,18k-35k,数据挖掘,"专业培训,大咖云集,良好氛围,职业发展",2020-04-23
不需要融资,"移动互联网,医疗丨健康",健培,150-500人,硕士,1-3年,6767237,高级算法工程师,20k-30k,数据挖掘,五险一金，晋升空间大，直面大牛，朝阳行业,2020-04-23
上市公司,"移动互联网,其他",TCL,2000人以上,本科,3-5年,4543472,推荐算法工程师,30k-60k,数据挖掘,"平台好,大牛多,福利赞",2020-04-23
上市公司,"移动互联网,其他",TCL,2000人以上,本科,3-5年,7002181,推荐算法工程师,25k-50k,数据挖掘,福利待遇优、发展空间大、团队气氛佳,2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,本科,1-3年,5477847,搜索算法工程师,25k-50k,数据挖掘,六险一金，弹性工作，免费三餐，租房补贴,2020-04-23
D轮及以上,移动互联网,Testin云测,500-2000人,本科,1-3年,6631360,强化学习算法工程师,20k-40k,数据挖掘,团队稳定 上升空间,2020-04-23
D轮及以上,移动互联网,时趣social-touch,500-2000人,本科,1-3年,3864054,数据算法工程师,15k-25k,数据挖掘,六险一金、弹性工作时间,2020-04-23
上市公司,社交,腾讯,2000人以上,硕士,3-5年,5292307,视频监控人体算法研发工程师,20k-40k,数据挖掘,发展空间大，行业前景广阔，公司福利靠谱,2020-04-23
上市公司,社交,腾讯,2000人以上,本科,3-5年,5724551,人工智能算法工程师（线上讲师）,3k-6k,数据挖掘,行业发声好机会，打造个人品牌,2020-04-23
不需要融资,"电商,物联网",深圳康佳电子科技有限公司,2000人以上,不限,1-3年,6199190,NLP算法工程师,16k-27k,数据挖掘,绩效奖金、带薪年假、五险一金、项目奖金,2020-04-23
不需要融资,其他,哈工大机器人,150-500人,硕士,1-3年,6185025,商用移动机器人SLAM算法工程师,10k-15k,数据挖掘,平台高、发展宽,2020-04-23
B轮,"移动互联网,其他",竹间智能科技(上海)有限公司,150-500人,硕士,1-3年,6698457,自然语言高级算法工程师,20k-40k,数据挖掘,"六险一金,期权激励,弹性工作制",2020-04-23
天使轮,"数据服务,人工智能",策推信息,50-150人,本科,1-3年,6989706,运筹优化算法工程师,15k-25k,数据挖掘,"五险一金,带薪年假,餐补",2020-04-23
天使轮,消费生活,顺丰同城,2000人以上,本科,3-5年,6458886,人工智能算法工程师,15k-30k,数据挖掘,弹性工作时间。环境福利待遇好。团队领导好,2020-04-23
B轮,"企业服务,硬件",梅卡曼德,150-500人,硕士,不限,6613658,高级3D视觉算法工程师,30k-60k,数据挖掘,人工智能领域，知名公司投资,2020-04-23
C轮,信息安全,斗象科技,150-500人,本科,3-5年,7014614,高级安全算法工程师,15k-30k,数据挖掘,"弹性工作,期权激励,行业竞争力,多元福利",2020-04-23
上市公司,"电商,移动互联网",拼多多,2000人以上,本科,3-5年,6731433,广告算法工程师（内容方向）(T010191),40k-80k,数据挖掘,"平台大,大牛多,氛围好",2020-04-23
不需要融资,"移动互联网,硬件",鲁班嫡系机器人,150-500人,本科,1-3年,6878148,视觉算法工程师（深度学习方向）,15k-20k,数据挖掘,"周末双休,五险一金,带薪年假,扁平管理",2020-04-23
D轮及以上,房产家居,贝壳,2000人以上,硕士,5-10年,6021240,资深算法工程师,50k-100k,数据挖掘,优质平台,2020-04-23
D轮及以上,"移动互联网,社交",探探,150-500人,本科,不限,6482471,反作弊算法高级工程师/技术专家,28k-56k,数据挖掘,免费三餐,2020-04-23
B轮,"移动互联网,数据服务",视+AR,50-150人,硕士,3-5年,1614210,SLAM算法工程师,25k-45k,数据挖掘,股票期权 带薪年假 员工旅游 发展空间大,2020-04-23
C轮,移动互联网,TalkingData,500-2000人,本科,5-10年,6079363,资深算法工程师（项目Lead）(J10302),30k-50k,数据挖掘,大数据 独角兽 大牛多 氛围好,2020-04-23
C轮,移动互联网,TalkingData,500-2000人,本科,3-5年,5746694,模型算法工程师(J10266),25k-50k,数据挖掘,早餐水果生日年节福利 老板nice,2020-04-23
不需要融资,人工智能,北京智源人工智能研究院,15-50人,本科,3-5年,6796918,联邦学习算法工程师-北京-00037,25k-50k,数据挖掘,五险一金 补充医疗 定期体检 大咖带队,2020-04-23
未融资,"教育,企业服务",弘衍科技,15-50人,硕士,3-5年,6678648,推荐算法工程师,22k-35k,数据挖掘,作五休二，项目前景好,2020-04-23
不需要融资,消费生活,便利蜂,2000人以上,本科,5-10年,6978012,深度学习算法工程师,35k-70k,数据挖掘,实习达标可以有转正机会，人已经在北京的。,2020-04-23
A轮,人工智能,HoloMatic,150-500人,本科,1-3年,6856471,视觉SLAM算法工程师,20k-40k,数据挖掘,"全年14薪,六险一金,工作弹性",2020-04-23
A轮,人工智能,HoloMatic,150-500人,本科,1-3年,7056404,图像算法工程师,20k-40k,数据挖掘,"全年14薪,六险一金,工作弹性",2020-04-23
D轮及以上,硬件,小米,2000人以上,本科,不限,7059589,运动健康算法工程师,25k-50k,数据挖掘,核心团队 集团战略 前沿技术,2020-04-23
天使轮,"移动互联网,企业服务",泛利科技,15-50人,本科,不限,6607569,算法工程师,8k-12k,数据挖掘,五险一金 周末双休 十三薪 员工福利,2020-04-23
未融资,移动互联网,安狗狗管家,150-500人,本科,1-3年,7035316,大数据挖掘,10k-18k,数据挖掘,双休 绩效奖金 年终奖金,2020-04-23
上市公司,文娱丨内容,趣头条,500-2000人,本科,5-10年,6819772,数据挖掘专家,30k-60k,数据挖掘,大平台,2020-04-23
B轮,"移动互联网,数据服务",视+AR,50-150人,硕士,不限,5978992,3D视觉算法工程师,20k-40k,数据挖掘,行业前景好，技术大牛，餐补，地铁周边,2020-04-23
不需要融资,"医疗丨健康,数据服务",高济医疗,150-500人,硕士,1-3年,6982698,NLP算法工程师,25k-40k,数据挖掘,"bat大牛,平台好,领导好",2020-04-23
不需要融资,文娱丨内容,央视频融媒体,150-500人,本科,1-3年,6658308,数据挖掘工程师,15k-20k,数据挖掘,带薪年假，包吃,2020-04-23
不需要融资,消费生活,蓝月亮,2000人以上,本科,3-5年,6865933,数据挖掘工程师,16k-25k,数据挖掘,"周末双休,福利好,五险一金",2020-04-23
C轮,"移动互联网,电商",一亩田,500-2000人,本科,1-3年,7054485,数据挖掘,20k-40k,数据挖掘,六险一金，加班补助,2020-04-23
不需要融资,"移动互联网,社交",伴伴,50-150人,本科,3-5年,6654305,数据挖掘工程师,20k-30k,数据挖掘,"六险一金,弹性工时,薪酬高,领导耐撕",2020-04-23
A轮,"电商,其他",全棉时代,2000人以上,硕士,3-5年,6668244,算法工程师（新零售方向）,20k-26k,数据挖掘,电商平台 新零售 千万级用户,2020-04-23
不需要融资,移动互联网,闲徕互娱,150-500人,本科,5-10年,6763043,高级算法工程师,30k-60k,数据挖掘,发展空间,2020-04-23
不需要融资,汽车丨出行,滴滴,2000人以上,本科,5-10年,7054920,算法工程师专家,30k-45k,数据挖掘,知名平台,2020-04-23
上市公司,文娱丨内容,微博,2000人以上,本科,3-5年,6424225,数据挖掘工程师,20k-40k,数据挖掘,产品好，成长快,2020-04-23
A轮,电商,全球购骑士特权,500-2000人,本科,1-3年,6881584,大数据算法工程师,14k-24k,数据挖掘,五险一金 年底双薪 周末双休 境外旅游,2020-04-23
D轮及以上,汽车丨出行,大搜车,2000人以上,本科,3-5年,5896370,NLP算法专家/工程师10-03-05,15k-30k,数据挖掘,五险一金入职即缴、；午餐补贴,2020-04-23
未融资,"数据服务,人工智能",合众鼎成,50-150人,硕士,不限,6297198,OCR算法工程师,15k-30k,数据挖掘,弹性工作、年底多薪、餐补交通补通讯补等,2020-04-23
上市公司,广告营销,Mobvista,500-2000人,硕士,3-5年,6757164,资深算法工程师,36k-45k,数据挖掘,上市公司，发展好 一日三餐+下午茶,2020-04-23
B轮,"移动互联网,文娱丨内容",触漫,150-500人,本科,3-5年,7035068,3D图形算法工程师,18k-25k,数据挖掘,"年底双薪,六险一金,周末双休",2020-04-23
不需要融资,"移动互联网,文娱丨内容",咪咕,2000人以上,硕士,3-5年,6999589,大数据算法工程师,15k-20k,数据挖掘,有挑战性、福利好,2020-04-23
D轮及以上,房产家居,贝壳,2000人以上,本科,3-5年,6689757,算法工程师（交易平台）,30k-50k,数据挖掘,免费三餐,2020-04-23
未融资,人工智能、软件开发,太初弈宪,15-50人,本科,不限,6839706,AI算法工程师,20k-40k,数据挖掘,五险一金全额，领导nice，发展空间大,2020-04-23
未融资,人工智能、软件开发,太初弈宪,15-50人,本科,不限,6654070,深度学习算法工程师,20k-40k,数据挖掘,五险一金全额，领导nice，发展空间大,2020-04-23
上市公司,金融,平安产险,2000人以上,本科,5-10年,6853393,NLP算法工程师,20k-40k,数据挖掘,"大平台,尊重,薪酬,专业团队",2020-04-23
不需要融资,电商,指纹科技,150-500人,本科,1-3年,6587001,中级计算机视觉算法工程师,18k-25k,数据挖掘,算法工程师，图形图像,2020-04-23
上市公司,"硬件,教育",广州市奥威亚电子科技有限公司,500-2000人,硕士,不限,6632959,AI/图像处理算法工程师,13k-25k,数据挖掘,六险一金 周末双休 年终奖金 节日福利,2020-04-23
上市公司,"移动互联网,文娱丨内容",酷我音乐,500-2000人,不限,3-5年,6543400,深度学习算法工程师,20k-35k,数据挖掘,十四薪，弹性工作，饭补，补充医疗,2020-04-23
D轮及以上,移动互联网,star-media.cn,50-150人,本科,3-5年,6880119,广告算法工程师,20k-30k,数据挖掘,五险一金 公司出境游 车补饭补,2020-04-23
未融资,移动互联网,钛氪新媒体科技,50-150人,不限,3-5年,6138905,推荐算法工程师,28k-56k,数据挖掘,"新媒体,大数据,SaaS,科技",2020-04-23
未融资,企业服务,万千道管理咨询,15-50人,本科,3-5年,6838792,算法工程师,30k-60k,数据挖掘,行业独角兽,2020-04-23
不需要融资,"移动互联网,硬件",亿咖通科技,500-2000人,硕士,3-5年,6770585,SLAM高级算法工程师,25k-40k,数据挖掘,补充公积金；带薪年假；年度体检；团队活动,2020-04-23
D轮及以上,"硬件,移动互联网",Insta360影石,150-500人,本科,3-5年,5626285,00233-嵌入式算法工程师,25k-40k,数据挖掘,扁平化管理；极客文化；产品落地,2020-04-23
D轮及以上,"移动互联网,消费生活",货拉拉,2000人以上,硕士,3-5年,6972937,算法工程师-NLP(J13123),30k-50k,数据挖掘,年终奖 下午茶 团建 不打卡,2020-04-23
D轮及以上,"移动互联网,消费生活",货拉拉,2000人以上,本科,3-5年,5270280,高级算法工程师(J11563),30k-50k,数据挖掘,年终奖 下午茶 团建 不打卡,2020-04-23
B轮,"移动互联网,金融",无秘,150-500人,本科,不限,6824899,语音识别算法工程师,35k-70k,数据挖掘,"高速发展,团队优秀,待遇丰厚",2020-04-23
D轮及以上,社交,知乎,500-2000人,本科,3-5年,6603785,推荐算法工程师,25k-40k,数据挖掘,"五险一金,带薪年假",2020-04-23
C轮,移动互联网,收钱吧,500-2000人,本科,1-3年,6794888,广告算法工程师,20k-35k,数据挖掘,平台大，福利好，牛人多，晋升机会,2020-04-23
D轮及以上,"移动互联网,社交",BLUECITY蓝城兄弟,150-500人,硕士,3-5年,7018627,算法工程师(J2FK1),20k-40k,数据挖掘,"下午茶, 五险一金, 股票期权",2020-04-23
未融资,"移动互联网,教育",趣途科技,50-150人,硕士,3-5年,5757016,深度学习算法工程师,20k-35k,数据挖掘,专业产品团队，专业项目管理，资深教育专家,2020-04-23
B轮,"信息安全,数据服务",源清慧虹,50-150人,硕士,不限,6371267,信号处理算法工程师,15k-30k,数据挖掘,年终绩效 二次医疗 健身房,2020-04-23
B轮,工具,茄子快传,150-500人,本科,3-5年,6989684,推荐算法工程师,30k-50k,数据挖掘,大牛云集 16薪奖金多 下午茶 不打卡,2020-04-23
B轮,"移动互联网,企业服务",LinkedME,50-150人,本科,3-5年,6901982,广告算法工程师（策略优化方向）,25k-40k,数据挖掘,"14薪,公积金全额,年两次涨薪,交通便利",2020-04-23
C轮,"移动互联网,硬件",涂鸦智能,500-2000人,本科,3-5年,5932975,AI算法优化工程师,20k-25k,算法,"氛围好,定期团建,工作环境好",2020-04-23
D轮及以上,"移动互联网,硬件",哈啰出行,2000人以上,硕士,3-5年,6824041,算法专家（应用算法）(J11801),30k-40k,算法,年底绩效奖金 五险一金 餐补夜宵,2020-04-23
未融资,移动互联网,威斯科技,50-150人,硕士,3-5年,6905968,算法,20k-40k,算法,大平台 发展稳定,2020-04-23
不需要融资,硬件,小狗机器人,150-500人,本科,1-3年,5936060,算法,18k-36k,算法,创业公司，待遇优厚，帅哥美女多，老板好。,2020-04-23
不需要融资,"移动互联网,金融",合肥薪火科技,50-150人,本科,不限,6875019,算法,16k-20k,算法,五险一金，年底双薪，两次旅游，零食水果,2020-04-23
D轮及以上,文娱丨内容,快手,2000人以上,硕士,3-5年,5717678,资深图像处理算法工程师,30k-50k,算法,免费午晚餐，下午茶，健身房,2020-04-23
D轮及以上,文娱丨内容,快手,2000人以上,硕士,3-5年,6685678,AI产品经理-【算法类】,20k-40k,算法,大牛云集、免费三餐,2020-04-23
D轮及以上,金融,玖富数科集团,2000人以上,本科,5-10年,7059203,搜索算法开发工程师 (MJ000405),30k-40k,算法,五险一金、弹性工作,2020-04-23
D轮及以上,金融,玖富数科集团,2000人以上,本科,5-10年,7059227,推荐算法工程师 (MJ000385),30k-40k,算法,五险一金、弹性工作,2020-04-23
上市公司,金融,金证股份,2000人以上,本科,1-3年,7059969,nlp算法工程师,15k-30k,算法,餐补、试用期全薪发放、15薪,2020-04-23
D轮及以上,"企业服务,数据服务",格灵深瞳,150-500人,本科,不限,4799197,视觉算法工程师,15k-30k,算法,"周末双休,六险一金",2020-04-23
D轮及以上,"企业服务,数据服务",格灵深瞳,150-500人,本科,3-5年,5561922,产品经理（算法/引擎）,15k-30k,算法,六险一金 弹性工作 餐补,2020-04-23
上市公司,信息安全,360,2000人以上,不限,3-5年,5849463,资深推荐算法工程师/资深推荐算法工程师,20k-40k,算法,平台大 成长快 班车 免费三餐 健身房，,2020-04-23
不需要融资,"硬件,电商",新大陆自动识别,2000人以上,硕士,1-3年,7030953,算法工程师,10k-20k,算法,六险一金、年终奖金、带薪年假、周末双休,2020-04-23
D轮及以上,移动互联网,蜻蜓FM,150-500人,本科,5-10年,5701121,推荐算法技术专家（上海）,45k-60k,算法,团队优秀,2020-04-23
A轮,"移动互联网,消费生活",力拓飞远,50-150人,硕士,3-5年,6762883,图像识别高级算法工程师,30k-50k,算法,五险一金、带薪年假、定期团建,2020-04-23
上市公司,移动互联网,兑吧,500-2000人,硕士,3-5年,7054514,算法工程师,25k-45k,算法,提供餐食 全员游,2020-04-23
A轮,"移动互联网,社交",浪淘金,50-150人,本科,3-5年,6943753,图像算法架构师,25k-50k,算法,六险一金 餐补交补 丰厚年终奖,2020-04-23
A轮,"医疗丨健康,人工智能",北京望石智慧科技有限公司,15-50人,硕士,1-3年,6737003,图像算法工程师,20k-35k,算法,八险一金、14薪、带薪年假、弹性工作时间,2020-04-23
天使轮,移动互联网,生仝智能,15-50人,硕士,3-5年,5584236,算法工程师,20k-40k,算法,集团子公司，新成立团队，前景广阔，,2020-04-23
A轮,硬件,海柔创新,50-150人,本科,5-10年,6407000,软件部门负责人（需懂算法）,50k-70k,算法,"团队好,领导好,发展空间大,薪资丰厚",2020-04-23
